Plot BID,PWS TYPE,SEASON,FIELD,SET,ABSR,ABSC,Entry#,COMMENT,IsDeactivated,DeactivationReason,FieldDataSource,PlotNumber,CUSR,DISTANCE,HDIR,HDT,HID,HSIDE,HWT_lbs,Latitude,Longitude,MST,TWT
P00000000879556061741470,YT,2019:10,NEMH:WMH1,NWB_24E02,14,23,41,,F,,SCAN MASTER,,KSTRA9,18.53,D,7/17/2020 5:56:19 PM,US-BR-CO-R2-G-1798,2,4.916,42.146874,-102.928901,9.740,58.810
P00000000879556061741471,YT,2019:10,NEMH:WMH1,NWB_24E02,15,19,42,,F,,SCAN MASTER,,KSTRA9,18.35,U,7/17/2020 4:29:57 PM,US-BR-CO-R2-G-1798,1,4.288,42.146863,-102.928859,10.530,59.354
P00000000879556061741472,YT,2019:10,NEMH:WMH1,NWB_24E02,16,26,43,,F,,SCAN MASTER,,KSTRA9,19.83,D,7/17/2020 5:11:18 PM,US-BR-CO-R2-G-1798,1,4.641,42.146772,-102.928885,9.940,59.976
P00000000879556061741473,YT,2019:10,NEMH:WMH1,NWB_24E02,17,24,44,,F,,SCAN MASTER,,KSTRA9,22.01,D,7/17/2020 5:54:57 PM,US-BR-CO-R2-G-1798,1,4.641,42.146733,-102.928792,8.970,57.801
P00000000879556061741474,YT,2019:10,NEMH:WMH1,NWB_24E02,18,19,45,,F,,SCAN MASTER,,KSTRA9,19.44,U,7/17/2020 4:31:24 PM,US-BR-CO-R2-G-1798,1,4.475,42.146718,-102.928745,9.380,57.956
P00000000879556061741475,YT,2019:10,NEMH:WMH1,NWB_24E02,15,25,46,,F,,SCAN MASTER,,KSTRA9,21.49,D,7/17/2020 5:11:47 PM,US-BR-CO-R2-G-1798,2,4.475,42.146821,-102.928927,10.390,59.976
P00000000879556061741476,YT,2019:10,NEMH:WMH1,NWB_24E02,11,24,47,,F,,SCAN MASTER,,KSTRA9,16.80,D,7/17/2020 5:57:44 PM,US-BR-CO-R2-G-1798,1,4.189,42.147009,-102.929016,9.550,58.966
P00000000879556061741477,YT,2019:10,NEMH:WMH1,NWB_24E02,18,27,48,,F,,SCAN MASTER,,KSTRA9,16.28,D,7/17/2020 4:15:43 PM,US-BR-CO-R2-G-1798,2,4.993,42.146642,-102.928854,10.430,59.354
P00000000879556061741478,YT,2019:10,NEMH:WMH1,NWB_24E02,15,18,49,,F,,SCAN MASTER,,KSTRA9,19.31,U,7/17/2020 3:46:31 PM,US-BR-CO-R2-G-1798,2,4.277,42.146868,-102.928824,12.030,61.141
P00000000879556061741479,YT,2019:10,NEMH:WMH1,NWB_24E02,11,17,50,,F,,SCAN MASTER,,KSTRA9,22.21,U,7/17/2020 3:43:46 PM,US-BR-CO-R2-G-1798,1,4.057,42.147116,-102.929013,9.240,56.791
P00000000879556061741480,YT,2019:10,NEMH:WMH1,NWB_24E02,18,23,51,,F,,SCAN MASTER,,KSTRA9,22.22,D,7/17/2020 5:54:27 PM,US-BR-CO-R2-G-1798,2,4.674,42.146683,-102.928747,10.190,58.577
P00000000879556061741481,YT,2019:10,NEMH:WMH1,NWB_24E02,12,19,52,,F,,SCAN MASTER,,KSTRA9,18.16,U,7/17/2020 4:28:33 PM,US-BR-CO-R2-G-1798,1,4.068,42.147009,-102.928958,9.550,57.334
P00000000879556061741482,YT,2019:10,NEMH:WMH1,NWB_24E02,12,26,53,,F,,SCAN MASTER,,KSTRA9,23.63,D,7/17/2020 5:13:12 PM,US-BR-CO-R2-G-1798,1,3.979,42.146966,-102.929039,9.600,59.044
P00000000879556061741483,YT,2019:10,NEMH:WMH1,NWB_24E02,13,19,54,,F,,SCAN MASTER,,KSTRA9,20.81,U,7/17/2020 4:29:00 PM,US-BR-CO-R2-G-1798,1,4.365,42.146956,-102.928925,10.280,58.655
P00000000879556061741484,YT,2019:10,NEMH:WMH1,NWB_24E02,18,26,55,,F,,SCAN MASTER,,KSTRA9,21.54,D,7/17/2020 5:10:22 PM,US-BR-CO-R2-G-1798,1,4.894,42.146682,-102.928813,8.460,57.567
P00000000879556061741485,YT,2019:10,NEMH:WMH1,NWB_24E02,13,28,56,,F,,SCAN MASTER,,KSTRA9,21.61,D,7/17/2020 4:18:07 PM,US-BR-CO-R2-G-1798,1,4.475,42.146891,-102.929045,10.240,58.034
P00000000879556061741486,YT,2019:10,NEMH:WMH1,NWB_24E02,13,18,57,,F,,SCAN MASTER,,KSTRA9,21.32,U,7/17/2020 3:45:32 PM,US-BR-CO-R2-G-1798,2,4.960,42.146965,-102.928896,7.800,53.761
P00000000879556061741487,YT,2019:10,NEMH:WMH1,NWB_24E02,12,25,58,,F,,SCAN MASTER,,KSTRA9,23.63,D,7/17/2020 5:13:12 PM,US-BR-CO-R2-G-1798,2,4.619,42.146966,-102.929039,9.550,59.354
P00000000879556061741488,YT,2019:10,NEMH:WMH1,NWB_24E02,17,18,59,,F,,SCAN MASTER,,KSTRA9,17.62,U,7/17/2020 3:47:29 PM,US-BR-CO-R2-G-1798,2,5.346,42.146778,-102.928747,10.700,60.364
P00000000879556061741489,YT,2019:10,NEMH:WMH1,NWB_24E02,16,28,60,,F,,SCAN MASTER,,KSTRA9,20.25,D,7/17/2020 4:16:41 PM,US-BR-CO-R2-G-1798,1,4.409,42.146748,-102.928926,9.470,57.024
P00000000879556061741490,YT,2019:10,NEMH:WMH1,NWB_24E02,16,18,61,,F,,SCAN MASTER,,KSTRA9,21.73,U,7/17/2020 3:47:00 PM,US-BR-CO-R2-G-1798,2,5.126,42.146816,-102.928787,10.560,60.442
P00000000879556061741491,YT,2019:10,NEMH:WMH1,NWB_24E02,18,21,62,,F,,SCAN MASTER,,KSTRA9,20.67,U,7/17/2020 5:30:52 PM,US-BR-CO-R2-G-1798,1,5.049,42.146702,-102.928779,11.480,61.918
P00000000879556061741492,YT,2019:10,NEMH:WMH1,NWB_24E02,18,20,63,,F,,SCAN MASTER,,KSTRA9,19.44,U,7/17/2020 4:31:24 PM,US-BR-CO-R2-G-1798,2,5.269,42.146718,-102.928745,11.510,60.287
P00000000879556061741493,YT,2019:10,NEMH:WMH1,NWB_24E02,15,26,64,,F,,SCAN MASTER,,KSTRA9,21.49,D,7/17/2020 5:11:47 PM,US-BR-CO-R2-G-1798,1,4.718,42.146821,-102.928927,9.860,58.655
P00000000879556061741494,YT,2019:10,NEMH:WMH1,NWB_24E02,15,27,65,,F,,SCAN MASTER,,KSTRA9,21.09,D,7/17/2020 4:17:09 PM,US-BR-CO-R2-G-1798,2,4.707,42.146795,-102.928975,11.420,59.743
P00000000879556061741495,YT,2019:10,NEMH:WMH1,NWB_24E02,14,20,66,,F,,SCAN MASTER,,KSTRA9,20.50,U,7/17/2020 4:29:28 PM,US-BR-CO-R2-G-1798,2,4.828,42.146907,-102.928886,8.470,56.324
P00000000879556061741496,YT,2019:10,NEMH:WMH1,NWB_24E02,11,28,67,,F,,SCAN MASTER,,KSTRA9,20.78,D,7/17/2020 4:19:06 PM,US-BR-CO-R2-G-1798,1,4.409,42.146984,-102.929119,7.240,55.548
P00000000879556061741497,YT,2019:10,NEMH:WMH1,NWB_24E02,12,28,68,,F,,SCAN MASTER,,KSTRA9,18.92,D,7/17/2020 4:18:36 PM,US-BR-CO-R2-G-1798,1,5.225,42.146937,-102.929081,9.560,56.868
P00000000879556061741498,YT,2019:10,NEMH:WMH1,NWB_24E02,16,21,69,,F,,SCAN MASTER,,KSTRA9,22.66,U,7/17/2020 5:29:56 PM,US-BR-CO-R2-G-1798,1,5.060,42.146802,-102.928844,10.260,59.665
P00000000879556061741499,YT,2019:10,NEMH:WMH1,NWB_24E02,18,25,70,,F,,SCAN MASTER,,KSTRA9,21.54,D,7/17/2020 5:10:22 PM,US-BR-CO-R2-G-1798,2,4.608,42.146682,-102.928813,11.230,61.297
P00000000879556061741500,YT,2019:10,NEMH:WMH1,NWB_24E02,16,19,71,,F,,SCAN MASTER,,KSTRA9,21.49,U,7/17/2020 4:30:25 PM,US-BR-CO-R2-G-1798,1,4.398,42.146810,-102.928824,10.030,57.956
P00000000879556061741501,YT,2019:10,NEMH:WMH1,NWB_24E02,17,27,72,,F,,SCAN MASTER,,KSTRA9,24.50,D,7/17/2020 4:16:13 PM,US-BR-CO-R2-G-1798,2,5.071,42.146700,-102.928886,9.980,56.713
P00000000879556061741502,YT,2019:10,NEMH:WMH1,NWB_24E02,15,24,73,,F,,SCAN MASTER,,KSTRA9,21.43,D,7/17/2020 5:55:50 PM,US-BR-CO-R2-G-1798,1,4.387,42.146829,-102.928866,7.830,55.314
P00000000879556061741503,YT,2019:10,NEMH:WMH1,NWB_24E02,11,18,74,,F,,SCAN MASTER,,KSTRA9,22.21,U,7/17/2020 3:43:46 PM,US-BR-CO-R2-G-1798,2,3.494,42.147116,-102.929013,10.360,58.577
P00000000879556061741504,YT,2019:10,NEMH:WMH1,NWB_24E02,11,23,75,,F,,SCAN MASTER,,KSTRA9,16.80,D,7/17/2020 5:57:44 PM,US-BR-CO-R2-G-1798,2,3.186,42.147009,-102.929016,10.640,59.976
P00000000879556061741505,YT,2019:10,NEMH:WMH1,NWB_24E02,12,27,76,,F,,SCAN MASTER,,KSTRA9,18.92,D,7/17/2020 4:18:36 PM,US-BR-CO-R2-G-1798,2,5.214,42.146937,-102.929081,10.700,59.510
P00000000879556061741506,YT,2019:10,NEMH:WMH1,NWB_24E02,14,28,77,,F,,SCAN MASTER,,KSTRA9,18.71,D,7/17/2020 4:17:38 PM,US-BR-CO-R2-G-1798,1,4.586,42.146837,-102.929010,9.790,58.111
P00000000879556061741507,YT,2019:10,NEMH:WMH1,NWB_24E02,16,25,78,,F,,SCAN MASTER,,KSTRA9,19.83,D,7/17/2020 5:11:18 PM,US-BR-CO-R2-G-1798,2,4.630,42.146772,-102.928885,9.740,58.422
P00000000879556061741508,YT,2019:10,NEMH:WMH1,NWB_24E02,13,26,79,,F,,SCAN MASTER,,KSTRA9,18.31,D,7/17/2020 5:12:44 PM,US-BR-CO-R2-G-1798,1,4.475,42.146909,-102.929001,8.360,57.334
P00000000879556061741509,YT,2019:10,NEMH:WMH1,NWB_24E02,13,21,80,,F,,SCAN MASTER,,KSTRA9,18.36,U,7/17/2020 5:28:32 PM,US-BR-CO-R2-G-1798,1,4.409,42.146951,-102.928962,8.740,57.334
P00000000879556061741510,YT,2019:10,NEMH:WMH1,NWB_24E02,16,27,81,,F,,SCAN MASTER,,KSTRA9,20.25,D,7/17/2020 4:16:41 PM,US-BR-CO-R2-G-1798,2,4.905,42.146748,-102.928926,10.720,59.510
P00000000879556061741511,YT,2019:10,NEMH:WMH1,NWB_24E02,17,26,82,,F,,SCAN MASTER,,KSTRA9,18.44,D,7/17/2020 5:10:49 PM,US-BR-CO-R2-G-1798,1,4.475,42.146725,-102.928851,9.900,59.277
P00000000879556061741512,YT,2019:10,NEMH:WMH1,NWB_24E02,11,26,83,,F,,SCAN MASTER,,KSTRA9,20.80,D,7/17/2020 5:13:42 PM,US-BR-CO-R2-G-1798,1,4.508,42.147017,-102.929081,9.050,58.344
P00000000879556061741513,YT,2019:10,NEMH:WMH1,NWB_24E02,17,22,84,,F,,SCAN MASTER,,KSTRA9,19.52,U,7/17/2020 5:30:25 PM,US-BR-CO-R2-G-1798,2,4.420,42.146752,-102.928813,11.650,62.306
P00000000879556061741514,YT,2019:10,NEMH:WMH1,NWB_24E02,11,21,85,,F,,SCAN MASTER,,KSTRA9,19.32,U,7/17/2020 5:27:36 PM,US-BR-CO-R2-G-1798,1,3.649,42.147038,-102.929039,10.750,60.364
P00000000879556061741515,YT,2019:10,NEMH:WMH1,NWB_24E02,16,20,86,,F,,SCAN MASTER,,KSTRA9,21.49,U,7/17/2020 4:30:25 PM,US-BR-CO-R2-G-1798,2,5.060,42.146810,-102.928824,9.950,57.878
P00000000879556061741516,YT,2019:10,NEMH:WMH1,NWB_24E02,13,25,87,,F,,SCAN MASTER,,KSTRA9,18.31,D,7/17/2020 5:12:44 PM,US-BR-CO-R2-G-1798,2,4.123,42.146909,-102.929001,9.550,57.878
P00000000879556061741517,YT,2019:10,NEMH:WMH1,NWB_24E02,12,24,88,,F,,SCAN MASTER,,KSTRA9,20.18,D,7/17/2020 5:57:16 PM,US-BR-CO-R2-G-1798,1,4.553,42.146968,-102.928983,9.220,57.878
P00000000879556061741518,YT,2019:10,NEMH:WMH1,NWB_24E02,17,17,89,,F,,SCAN MASTER,,KSTRA9,17.62,U,7/17/2020 3:47:29 PM,US-BR-CO-R2-G-1798,1,4.156,42.146778,-102.928747,8.880,56.635
P00000000879556061741519,YT,2019:10,NEMH:WMH1,NWB_24E02,13,17,90,,F,,SCAN MASTER,,KSTRA9,21.32,U,7/17/2020 3:45:32 PM,US-BR-CO-R2-G-1798,1,4.365,42.146965,-102.928896,8.220,55.858
P00000000879556061741520,YT,2019:10,NEMH:WMH1,NWB_24E02,12,21,91,,F,,SCAN MASTER,,KSTRA9,19.82,U,7/17/2020 5:28:04 PM,US-BR-CO-R2-G-1798,1,4.266,42.146993,-102.928998,7.610,55.314
P00000000879556061741521,YT,2019:10,NEMH:WMH1,NWB_24E02,15,23,92,,F,,SCAN MASTER,,KSTRA9,21.43,D,7/17/2020 5:55:50 PM,US-BR-CO-R2-G-1798,2,4.586,42.146829,-102.928866,10.130,59.044
P00000000879556061741522,YT,2019:10,NEMH:WMH1,NWB_24E02,11,20,93,,F,,SCAN MASTER,,KSTRA9,21.89,U,7/17/2020 4:28:04 PM,US-BR-CO-R2-G-1798,2,2.646,42.147052,-102.928992,0.000,0.000
P00000000879556061741523,YT,2019:10,NEMH:WMH1,NWB_24E02,17,25,94,,F,,SCAN MASTER,,KSTRA9,18.44,D,7/17/2020 5:10:49 PM,US-BR-CO-R2-G-1798,2,5.313,42.146725,-102.928851,8.850,57.878
P00000000879556061741524,YT,2019:10,NEMH:WMH1,NWB_24E02,16,22,95,,F,,SCAN MASTER,,KSTRA9,22.66,U,7/17/2020 5:29:56 PM,US-BR-CO-R2-G-1798,2,5.137,42.146802,-102.928844,11.650,60.830
P00000000879556061741525,YT,2019:10,NEMH:WMH1,NWB_24E02,14,19,96,,F,,SCAN MASTER,,KSTRA9,20.50,U,7/17/2020 4:29:28 PM,US-BR-CO-R2-G-1798,1,4.696,42.146907,-102.928886,8.890,56.014
P00000000879556063100503,YT,2019:10,NEMH:WMH1,NWB_B4D01,23,6,1,,F,,SCAN MASTER,,KSTRA9,21.34,U,7/17/2020 1:23:30 PM,US-BR-CO-R2-G-1798,2,3.417,42.146562,-102.928311,6.080,46.769
P00000000879556063100504,YT,2019:10,NEMH:WMH1,NWB_B4D01,21,13,2,,F,,SCAN MASTER,,KSTRA9,21.28,D,7/17/2020 2:37:40 PM,US-BR-CO-R2-G-1798,2,3.803,42.146605,-102.928510,9.950,56.557
P00000000879556063100505,YT,2019:10,NEMH:WMH1,NWB_B4D01,22,16,3,,F,,SCAN MASTER,,KSTRA9,21.24,D,7/17/2020 1:49:49 PM,US-BR-CO-R2-G-1798,1,4.123,42.146541,-102.928509,10.100,55.392
P00000000879556063100506,YT,2019:10,NEMH:WMH1,NWB_B4D01,21,15,4,,F,,SCAN MASTER,,KSTRA9,18.88,D,7/17/2020 1:50:15 PM,US-BR-CO-R2-G-1798,2,4.200,42.146585,-102.928547,10.010,54.926
P00000000879556063100507,YT,2019:10,NEMH:WMH1,NWB_B4D01,23,7,5,,F,,SCAN MASTER,,KSTRA9,23.14,U,7/17/2020 2:09:39 PM,US-BR-CO-R2-G-1798,1,3.891,42.146544,-102.928346,5.990,49.954
P00000000879556063100508,YT,2019:10,NEMH:WMH1,NWB_B4D01,22,9,6,,F,,SCAN MASTER,,KSTRA9,20.38,U,7/17/2020 2:55:01 PM,US-BR-CO-R2-G-1798,1,3.627,42.146584,-102.928419,8.920,55.081
P00000000879556063100509,YT,2019:10,NEMH:WMH1,NWB_B4D01,23,10,7,,F,,SCAN MASTER,,KSTRA9,17.88,U,7/17/2020 2:55:29 PM,US-BR-CO-R2-G-1798,2,4.398,42.146541,-102.928388,7.740,53.450
P00000000879556063100510,YT,2019:10,NEMH:WMH1,NWB_B4D01,22,5,14,,F,,SCAN MASTER,,KSTRA9,18.91,U,7/17/2020 1:22:56 PM,US-BR-CO-R2-G-1798,1,2.535,42.146628,-102.928357,0.000,0.000
P00000000879556063100511,YT,2019:10,NEMH:WMH1,NWB_B4D01,23,13,8,,F,,SCAN MASTER,,KSTRA9,18.13,D,7/17/2020 2:36:45 PM,US-BR-CO-R2-G-1798,2,4.321,42.146504,-102.928433,10.090,57.723
P00000000879556063100512,YT,2019:10,NEMH:WMH1,NWB_B4D01,23,11,9,,F,,SCAN MASTER,,KSTRA9,20.38,D,7/17/2020 3:26:33 PM,US-BR-CO-R2-G-1798,2,4.012,42.146522,-102.928394,10.150,57.334
P00000000879556063100513,YT,2019:10,NEMH:WMH1,NWB_B4D01,21,6,15,,F,,SCAN MASTER,,KSTRA9,22.59,U,7/17/2020 1:22:29 PM,US-BR-CO-R2-G-1798,2,4.553,42.146660,-102.928380,12.370,58.500
P00000000879556063100514,YT,2019:10,NEMH:WMH1,NWB_B4D01,21,8,10,,F,,SCAN MASTER,,KSTRA9,19.06,U,7/17/2020 2:08:46 PM,US-BR-CO-R2-G-1798,2,4.123,42.146652,-102.928430,9.170,55.703
P00000000879556063100515,YT,2019:10,NEMH:WMH1,NWB_B4D01,22,8,16,,F,,SCAN MASTER,,KSTRA9,22.40,U,7/17/2020 2:09:13 PM,US-BR-CO-R2-G-1798,2,2.987,42.146597,-102.928389,8.980,51.119
P00000000879556063100516,YT,2019:10,NEMH:WMH1,NWB_B4D01,21,9,11,,F,,SCAN MASTER,,KSTRA9,22.53,U,7/17/2020 2:54:31 PM,US-BR-CO-R2-G-1798,1,3.505,42.146633,-102.928457,10.910,58.577
P00000000879556063100517,YT,2019:10,NEMH:WMH1,NWB_B4D01,22,7,17,,F,,SCAN MASTER,,KSTRA9,22.40,U,7/17/2020 2:09:13 PM,US-BR-CO-R2-G-1798,1,4.079,42.146597,-102.928389,8.600,55.625
P00000000879556063100518,YT,2019:10,NEMH:WMH1,NWB_B4D01,21,10,12,,F,,SCAN MASTER,,KSTRA9,22.53,U,7/17/2020 2:54:31 PM,US-BR-CO-R2-G-1798,2,4.442,42.146633,-102.928457,7.630,54.305
P00000000879556063100519,YT,2019:10,NEMH:WMH1,NWB_B4D01,21,12,18,,F,,SCAN MASTER,,KSTRA9,21.51,D,7/17/2020 3:27:30 PM,US-BR-CO-R2-G-1798,1,3.759,42.146615,-102.928463,6.680,52.129
P00000000879556063100520,YT,2019:10,NEMH:WMH1,NWB_B4D01,22,6,13,,F,,SCAN MASTER,,KSTRA9,18.91,U,7/17/2020 1:22:56 PM,US-BR-CO-R2-G-1798,2,3.263,42.146628,-102.928357,10.140,55.314
P00000000879556063100521,YT,2019:10,NEMH:WMH1,NWB_B4D01,22,15,19,,F,,SCAN MASTER,,KSTRA9,21.24,D,7/17/2020 1:49:49 PM,US-BR-CO-R2-G-1798,2,4.090,42.146541,-102.928509,10.830,57.024
P00000000879556063100522,YT,2019:10,NEMH:WMH1,NWB_B4D01,23,9,20,,F,,SCAN MASTER,,KSTRA9,17.88,U,7/17/2020 2:55:29 PM,US-BR-CO-R2-G-1798,1,3.781,42.146541,-102.928388,5.770,49.022
P00000000879556063100523,YT,2019:10,NEMH:WMH1,NWB_B4D01,21,7,21,,F,,SCAN MASTER,,KSTRA9,19.06,U,7/17/2020 2:08:46 PM,US-BR-CO-R2-G-1798,1,3.902,42.146652,-102.928430,8.760,54.460
P00000000879556063100524,YT,2019:10,NEMH:WMH1,NWB_B4D01,23,12,22,,F,,SCAN MASTER,,KSTRA9,20.38,D,7/17/2020 3:26:33 PM,US-BR-CO-R2-G-1798,1,4.178,42.146522,-102.928394,10.340,58.655
P00000000879556063100525,YT,2019:10,NEMH:WMH1,NWB_B4D01,22,14,23,,F,,SCAN MASTER,,KSTRA9,20.85,D,7/17/2020 2:37:13 PM,US-BR-CO-R2-G-1798,1,4.057,42.146556,-102.928467,10.200,58.422
P00000000879556063100526,YT,2019:10,NEMH:WMH1,NWB_B4D01,21,5,34,,F,,SCAN MASTER,,KSTRA9,22.59,U,7/17/2020 1:22:29 PM,US-BR-CO-R2-G-1798,1,4.178,42.146660,-102.928380,7.790,54.538
P00000000879556063100527,YT,2019:10,NEMH:WMH1,NWB_B4D01,21,14,35,,F,,SCAN MASTER,,KSTRA9,21.28,D,7/17/2020 2:37:40 PM,US-BR-CO-R2-G-1798,1,4.519,42.146605,-102.928510,7.370,54.538
P00000000879556063100528,YT,2019:10,NEMH:WMH1,NWB_B4D01,23,14,36,,F,,SCAN MASTER,,KSTRA9,18.13,D,7/17/2020 2:36:45 PM,US-BR-CO-R2-G-1798,1,3.880,42.146504,-102.928433,7.790,55.314
P00000000879556063100529,YT,2019:10,NEMH:WMH1,NWB_B4D01,23,15,24,,F,,SCAN MASTER,,KSTRA9,22.27,D,7/17/2020 1:49:23 PM,US-BR-CO-R2-G-1798,2,4.817,42.146488,-102.928476,9.800,55.314
P00000000879556063100531,YT,2019:10,NEMH:WMH1,NWB_B4D01,22,13,25,,F,,SCAN MASTER,,KSTRA9,20.85,D,7/17/2020 2:37:13 PM,US-BR-CO-R2-G-1798,2,4.398,42.146556,-102.928467,11.780,61.452
P00000000879556063100533,YT,2019:10,NEMH:WMH1,NWB_B4D01,23,8,26,,F,,SCAN MASTER,,KSTRA9,23.14,U,7/17/2020 2:09:39 PM,US-BR-CO-R2-G-1798,2,4.211,42.146544,-102.928346,7.010,51.430
P00000000879556063100535,YT,2019:10,NEMH:WMH1,NWB_B4D01,22,12,27,,F,,SCAN MASTER,,KSTRA9,17.84,D,7/17/2020 3:27:00 PM,US-BR-CO-R2-G-1798,1,4.057,42.146560,-102.928434,7.400,53.916
P00000000879556063100537,YT,2019:10,NEMH:WMH1,NWB_B4D01,22,11,28,,F,,SCAN MASTER,,KSTRA9,17.84,D,7/17/2020 3:27:00 PM,US-BR-CO-R2-G-1798,2,4.751,42.146560,-102.928434,10.880,59.665
P00000000879556063100539,YT,2019:10,NEMH:WMH1,NWB_B4D01,23,5,29,,F,,SCAN MASTER,,KSTRA9,21.34,U,7/17/2020 1:23:30 PM,US-BR-CO-R2-G-1798,1,3.902,42.146562,-102.928311,9.080,53.761
P00000000879556063100541,YT,2019:10,NEMH:WMH1,NWB_B4D01,22,10,30,,F,,SCAN MASTER,,KSTRA9,20.38,U,7/17/2020 2:55:01 PM,US-BR-CO-R2-G-1798,2,4.156,42.146584,-102.928419,8.530,55.081
P00000000879556063100543,YT,2019:10,NEMH:WMH1,NWB_B4D01,21,11,31,,F,,SCAN MASTER,,KSTRA9,21.51,D,7/17/2020 3:27:30 PM,US-BR-CO-R2-G-1798,2,4.519,42.146615,-102.928463,9.710,56.946
P00000000879556063100544,YT,2019:10,NEMH:WMH1,NWB_B4D01,23,16,32,,F,,SCAN MASTER,,KSTRA9,22.27,D,7/17/2020 1:49:23 PM,US-BR-CO-R2-G-1798,1,4.222,42.146488,-102.928476,10.590,57.567
P00000000879556063100545,YT,2019:10,NEMH:WMH1,NWB_B4D01,21,16,33,,F,,SCAN MASTER,,KSTRA9,18.88,D,7/17/2020 1:50:15 PM,US-BR-CO-R2-G-1798,1,4.619,42.146585,-102.928547,9.500,57.024
P00000000879556065250199,YT,2019:10,NEMH:WMH1,NWB_B4E01,25,5,1,,F,,SCAN MASTER,,KSTRA9,20.48,U,7/17/2020 1:24:23 PM,US-BR-CO-R2-G-1798,1,4.001,42.146475,-102.928237,8.990,55.392
P00000000879556065250200,YT,2019:10,NEMH:WMH1,NWB_B4E01,25,16,2,,F,,SCAN MASTER,,KSTRA9,20.84,D,7/17/2020 1:48:30 PM,US-BR-CO-R2-G-1798,1,4.332,42.146397,-102.928388,10.790,57.257
P00000000879556065250201,YT,2019:10,NEMH:WMH1,NWB_B4E01,26,8,3,,F,,SCAN MASTER,,KSTRA9,21.44,U,7/17/2020 2:11:01 PM,US-BR-CO-R2-G-1798,2,3.968,42.146400,-102.928235,10.670,56.868
P00000000879556065250202,YT,2019:10,NEMH:WMH1,NWB_B4E01,28,14,4,,F,,SCAN MASTER,,KSTRA9,19.70,D,7/17/2020 2:34:30 PM,US-BR-CO-R2-G-1798,1,4.586,42.146263,-102.928252,7.950,54.615
P00000000879556065250203,YT,2019:10,NEMH:WMH1,NWB_B4E01,24,14,5,,F,,SCAN MASTER,,KSTRA9,20.66,D,7/17/2020 2:36:18 PM,US-BR-CO-R2-G-1798,1,4.376,42.146460,-102.928401,7.720,55.625
P00000000879556065250204,YT,2019:10,NEMH:WMH1,NWB_B4E01,26,11,6,,F,,SCAN MASTER,,KSTRA9,20.76,D,7/17/2020 3:25:08 PM,US-BR-CO-R2-G-1798,2,4.332,42.146379,-102.928289,9.760,58.189
P00000000879556065250205,YT,2019:10,NEMH:WMH1,NWB_B4E01,24,16,7,,F,,SCAN MASTER,,KSTRA9,18.59,D,7/17/2020 1:48:56 PM,US-BR-CO-R2-G-1798,1,4.156,42.146437,-102.928431,10.780,59.044
P00000000879556065250206,YT,2019:10,NEMH:WMH1,NWB_B4E01,25,12,18,,F,,SCAN MASTER,,KSTRA9,19.43,D,7/17/2020 3:25:37 PM,US-BR-CO-R2-G-1798,1,3.979,42.146425,-102.928326,13.180,61.996
P00000000879556065250207,YT,2019:10,NEMH:WMH1,NWB_B4E01,28,11,19,,F,,SCAN MASTER,,KSTRA9,20.37,D,7/17/2020 3:24:14 PM,US-BR-CO-R2-G-1798,2,4.519,42.146284,-102.928210,10.530,59.432
P00000000879556065250208,YT,2019:10,NEMH:WMH1,NWB_B4E01,27,12,20,,F,,SCAN MASTER,,KSTRA9,20.29,D,7/17/2020 3:24:41 PM,US-BR-CO-R2-G-1798,1,3.682,42.146331,-102.928249,7.690,55.237
P00000000879556065250209,YT,2019:10,NEMH:WMH1,NWB_B4E01,24,5,21,,F,,SCAN MASTER,,KSTRA9,17.02,U,7/17/2020 1:23:57 PM,US-BR-CO-R2-G-1798,1,3.450,42.146524,-102.928275,8.600,54.460
P00000000879556065250210,YT,2019:10,NEMH:WMH1,NWB_B4E01,27,14,22,,F,,SCAN MASTER,,KSTRA9,18.30,D,7/17/2020 2:34:57 PM,US-BR-CO-R2-G-1798,1,3.627,42.146308,-102.928284,10.710,58.733
P00000000879556065250211,YT,2019:10,NEMH:WMH1,NWB_B4E01,29,11,23,,F,,SCAN MASTER,,KSTRA9,18.86,D,7/17/2020 3:23:47 PM,US-BR-CO-R2-G-1798,2,3.770,42.146231,-102.928182,8.390,54.848
P00000000879556065250212,YT,2019:10,NEMH:WMH1,NWB_B4E01,27,13,24,,F,,SCAN MASTER,,KSTRA9,18.30,D,7/17/2020 2:34:57 PM,US-BR-CO-R2-G-1798,2,4.762,42.146308,-102.928284,11.100,59.898
P00000000879556065250213,YT,2019:10,NEMH:WMH1,NWB_B4E01,25,14,25,,F,,SCAN MASTER,,KSTRA9,21.77,D,7/17/2020 2:35:52 PM,US-BR-CO-R2-G-1798,1,3.737,42.146412,-102.928363,11.130,59.587
P00000000879556065250214,YT,2019:10,NEMH:WMH1,NWB_B4E01,25,11,26,,F,,SCAN MASTER,,KSTRA9,19.43,D,7/17/2020 3:25:37 PM,US-BR-CO-R2-G-1798,2,4.145,42.146425,-102.928326,10.720,58.966
P00000000879556065250215,YT,2019:10,NEMH:WMH1,NWB_B4E01,26,7,27,,F,,SCAN MASTER,,KSTRA9,21.44,U,7/17/2020 2:11:01 PM,US-BR-CO-R2-G-1798,1,3.836,42.146400,-102.928235,10.750,58.577
